,University,Country,Street Address,Locality,Postal Code,Region
297, All India Institute of Medical Sciences Rishikesh,in ,"Virbhadra Marg, Rishikesh, Pashulok",Rishikesh,,Uttarakhand
298, All Nations University College,gh ,"PO Box KF 1908, opposite the SIC building",Koforidua,,Eastern Region
299, All Saints University,ug ,"PO Box 6, Lango",Lira,,Northern Region
300, Allahabad State University,in ,"CPI Parisar, Civil Lines",Allahabad,211 009,Uttar Pradesh
301, Allameh Institute of Higher Education,af ,,Kabul,,Kabul
302, Allameh Mohaddes Nouri University,ir ,,Nur,,Mazandaran
303, Allameh Tabataba'i University,ir ,Dehkadeh Olampic Square,Tehran,,Tehran
304, Allegheny College,us ,520 N Main Street,Meadville,16335-3902,Pennsylvania
305, Allen College,us ,1990 Heath Street,Waterloo,50703-1999,Iowa
306, Allen University,us ,1530 Harden Street,Columbia,29204,South Carolina
307, Alliance University,in ,"Chikkahagade Cross, Chandapura - Anekal Main Road, Anekal",Bangalore,562 106,Karnataka
308, Alliant International University,us ,10455 Pomerado Road,San,92131,California
309, Alma College,us ,614 W Superior Street,Alma,48801-1599,Michigan
310, Alma Mater Europaea,si ,Slovenska 17,Maribor,2000,Styria
311, Al-Madinah International University,my ,Jalan Tengku Ampuan Zabedah E/9E,Shah,40100,Selangor
312, Al-Manar University of Tripoli,lb ,"Al-Manar Boulevard, Abou Samra, PO Box 676",Tripoli,,North Governorate
313, Almaty Academy of Economics and Statistics,kz ,"59, Zhandosov street",Almaty,050035,Almaty
314, Almaty Management University,kz ,"227, Rozybakiyev street",Almaty,050060,Almaty
315, Almaty Technological University,kz ,"Tole bi str., 100",Almaty,050012,Almaty
316, Almaty University,kz ,ul.B.Momyshuly 36,Almaty,050007,Almaty
317, Almaty University of Power Engineering and Telecommunications,kz ,"Baitursynov str., 126",Almaty,050013,Almaty
318, AlMughtaribeen University,sd ,"Gebra, Main Street, Square 19",Khartoum,11123,Khartoum
319, Al-Nasser University,ye ,60 Merters Road,Sana'a,4365,Sanaa
320, Alpen-Adria-Universität Klagenfurt,at ,Universitätsstrasse 65-67,Klagenfurt,9020,Carinthia
321," Al-Qalam University, Katsina",ng ,Private Mailbox 2137,Katsina,,Katsina
322, Al-Quds University,ps ,"Abdel Hamaid Shoman Street, Beit Hanina, PO Box 51000",Jerusalem,5100,Jerusalem
323, Al-Rayan University,ye ,PO Box 50 603,Mukalla,,Hadhramaut
324, Al-Razi University,ye ,,Sana'a,,Sanaa
325, Al-Saeeda University,ye ,Dhamar Street,Sana'a,,Sanaa
326, Al-Shahbaa University,sy ,"Highway Aleppo Damascus International, PO Box 51",Aleppo,,Aleppo
327, Al-Sham Private University,sy ,,Damascus,,Rif Dimashq
328, Altai State Academy of Education,ru ,"ul. Korolenko, 53",Biisk,659333,Altai Krai
329, Altai State Medical University,ru ,prosp. Lenina 40,Barnaul,656099,Altai Krai
330, Altai State Pedagogical Academy,ru ,Molodezhnaja 55,Barnaul,656031,Altai Krai
331, Altai State University,ru ,prosp. Lenina 61,Barnaul,656049,Altai Krai
332, Altai State University of Agriculture,ru ,prosp. Krasnoarmejskij 98,Barnaul,656099,Altai Krai
333, Altinbas Üniversitesi,tr ,"Mahmutbey, DIlmenler Cd. No. 26 Bagcilar",Istanbul,34217,Istanbul
334, Alvernia University,us ,400 Saint Bernardine Street,Reading,19607-1799,Pennsylvania
335, Alverno College,us ,3400 S 43Rd Street,Milwaukee,53234-3922,Wisconsin
336, Al-Wataniya Private University,sy ,Road to Damascus International,Hama,,Hama
337, Alytaus kolegija,lt ,Merkines g. 2B,Alytus,,Alytus
338, Al-Zahra College for Women,om ,"PO Box 1197, Madinat Al-Ilam",Muscat,111,Muscat
339, Alzahra University,ir ,,Tehran,19938-91176,Tehran
340, Al-Zaytoonah University of Jordan,jo ,PO Box 130,Amman,11733,Amman
341, AMA Computer University,ph ,"Maximina St., Villa Arca Subdivision, Project 8",Quezon,,National Capital Region
342, AMA International University Bahrain,bh ,"Building 829, Road 1213",Salmabad,00973,Bahrain Island
343, Amasya Üniversitesi,tr ,"Akbilek Mah. Hakimiyet cad. No:4/3, Merkez",Amasya,05100,Amasya
344, Ambedkar University Delhi,in ,"Lothian Road, Kashmere Gate",New,110 077,NCT of Delhi
345, Amberton University,us ,1700 Eastgate Drive,Garland,75041-5595,Texas
346, Ambo University,et ,,Ambo,,Oromia
347, Ambrose Alli University,ng ,Private Mailbox 14,Ekpoma,,Edo
348, Ambrose University,ca ,150 Ambrose Circle SW,Calgary,T3H 0L5,Alberta
349, American Baptist College,us ,1800 Baptist World Ctr Drive,Nashville,37207-9980,Tennessee
350, American College,cy ,2 & 3 Omirou Avenue,Nicosia,1521,Nicosia
351, American College of Dubai,ae ,PO Box 12867,Dubai,,Dubai
352, American Film Institute Conservatory,us ,2021 N Western Avenue,Los,90027-1625,California
353, American International College,us ,1000 State Street,Springfield,01109,Massachusetts
354, American International School of Medicine,gy ,89 Middleton & Sandy Babb Streets,Georgetown,,Demerara-Mahaica
355, American International University West Africa,gm ,"89 Kairaba Avenue, KSMD; PO Box 3505",Banjul,,Banjul
356, American International University-Bangladesh,bd ,"83/B, Kemal Ataturk Avenue, Banani",Dhaka,1213,Dhaka
357, American Jewish University,us ,15600 Mulholland Drive,Los,90077-1519,California
358, American University,us ,4400 Massachusetts Avenue NW,Washington,20016-8001,District of Columbia
359, American University for Humanities Tbilisi Campus,ge ,2 T. Eristavi Street,Tbilisi,0192,Tbilisi
360, American University in Bulgaria,bg ,1 Georgi Izmirliev Square,Blagoevgrad,2700,Blagoevgrad
361, American University in Dubai,ae ,"Sheikh Zayed Road, Interchange 5, Exit 32",Dubai,28282,DubaI
362, American University in North Africa,tn ,"17, Rue Ibnou Rachik",Tunis,1073,Tunis
363, American University in the Emirates,ae ,PO Box 503000,Dubai,,Dubai
364, American University of Antigua,ag ,"University Park, Jabberwock Beach Road, PO Box W1451",Coolidge,,Antigua
365, American University of Armenia,am ,40 Marshal Baghramyan Avenue,Yerevan,0019,Yerevan
366, American University of Beirut,lb ,"PO Box 110236, Riad El Solh",Beirut,1107 2020,Beirut
367, American University of Central Asia,kg ,"205, Abdumomunova Str.",Bishkek,720040,Bishkek
368, American University of Culture and Education,lb ,"Badaro, Hadath, Kafaat",Beirut,1105 2070,Beirut
369, American University of Integrative Sciences,sx ,Well Road #60,Cole,,
370, American University of Kuwait,kw ,"PO Box 3323, Safat",Kuwait,13034,Al Asimah
371, American University of Madaba,jo ,,Madaba,,Madaba
372, American University of Nigeria,ng ,Lamido Zubairu Way; PMB 2250,Yola,640001,Adamawa
373, American University of Phnom Penh,kh ,"No. 50, St. 315 Boeung Kok II, Toul Kork",Phnom,,Phnom Penh
374, American University of Puerto Rico,pr ,Carretera 2 Km.14.4 Bo. Hato Tejas,Bayamón,00960-2037,
375, American University of Ras Al Khaimah,ae ,PO Box 10021,Ras,10021,Ras al-Khaimah
376, American University of Science and Technology,lb ,"Alfred Naccahe Avenue, Achrafieh",Beirut,16-6452,Beirut
377, American University of Sharjah,ae ,PO Box 26666,Sharjah,,Sharjah
378, American University of Technology,lb ,"Halat, Byblos Highway",Halat,,Mount Lebanon
379, American University of the Caribbean,ht ,Route Nationale #2 Charpentier; Boîte Postale 3,Les,,South Department
380, American University of the Caribbean - School of Medicine,sx ,1 University Drive at Jordan Road,Cupecoy,,
381, Americki Univerzitet u Bosni i Hercegovini,ba ,Mije Kerosevica Guje 3,Tuzla,75000,Tuzla Canton
382, Amherst College,us ,Boltwood Avenue,Amherst,01002-5000,Massachusetts
383, Amirkabir University of Technology,ir ,,Tehran,15914,Tehran
384, Amity University,in ,"Amity University Campus, Sector 125",Noida,201 303,Uttar Pradesh
385, Amity University Dubai,ae ,PO Box 345019,Dubai,,Dubai
386, Amman Arab University,jo ,PO Box 2234,Amman,11953,Amman
387, Ammon Applied University College,jo ,"Tunis Street, PO Box 950271",Amman,11195,Amman
388, Amran University,ye ,,Amran,,Amran
389, Amrita Vishwa Vidyapeetham,in ,"Amritanagar PO, Ettimadai",Coimbatore,641 112,Tamil Nadu
390, Amsterdamse Hogeschool voor de Kunsten,nl ,Jodenbreestraat 3,Amsterdam,1001 MB,North Holland
391, Amur State Medical Academy,ru ,ul. Gorkogo 95,Blagoveshchensk,675000,Amur Oblast
392, Amur State University,ru ,Ignatjevskoje osse 21,Blagoveshchensk,675027,Amur Oblast
393, Amur State University of Humanities and Pedagogy,ru ,"ul. Kirova, 17 / 2",Komsomolsk-on-Amur,681000,Khabarovsk Krai
394, Anadolu Üniversitesi,tr ,"Yunus Emre Kampusü, Tepebasi",Eskisehir,26470,Eskisehir
395, Anand Agricultural University,in ,Hadgood Road,Anand,388 001,Gujarat
396, Anania Shirakatsi University of International Relations,am ,65a Tigran Mets Avenue,Yerevan,0005,Yerevan
397, Anant National University,in ,,Ahmedabad,,Gujarat
398," Anchor Univeristy, Lagos",ng ,Ayobo Road,,,Lagos
399, Anderson University,us ,316 Boulevard,Anderson,29621-4035,South Carolina
400," Anderson University, Indiana",us ,1100 E 5th Street,Anderson,46012-3495,Indiana
401, Andhra University,in ,Waltair,Visakhapatnam,530 003,Andhra Pradesh
402, Andijon Davlat Tibbiyot Instituti,uz ,"1, Atabekov",Andijan,710000,Andijan
403, Andijon Davlat Universiteti,uz ,"129, Universitet",Andijan,170100,Andijan
404, Andijon Mashinasozlik Instituti,uz ,"56, Bobur",Andijan,710019,Andijan
405, Andijon Qishloq xo'jaligi Instituti,uz ,Kuyganyor,Andijan,170600,Andijan
406, Andong National University,kr ,388 Songchun-dong,Andong,760-749,North Gyeongsang
407, Andrássy Universität Budapest,hu ,Pollack Mihály tér 3,Budapest,1088,Budapest
408, Andrews University,us ,4150 Administration Drive,Berrien,49104-0740,Michigan
409, Angarsk State Technical University,ru ,ul. CHajkovskogo 60,Angarsk,665835,Irkutsk Oblast
410, Angeles University Foundation,ph ,MacArthur Highway,Angeles,2009,Central Luzon
411, Angelicum College,ph ,"112, M.J. Cuenco Street",Quezon,1114,National Capital Region
412, Angelo State University,us ,2601 W Avenue N,San,76909,Texas
413, Angkor Khemara University,kh ,"1 Usaphea Village, Sangkat Kompong Kandal",Kampot,,Kampot
414, Angkor University,kh ,Borey Seang Nam,Siem,,Siem Reap
415, Anglia Ruskin University,gb ,East Road,Cambridge,CB1 1PT,East of England
416, Anglican University College of Technology,gh ,3 Oak Street; PO Box LG 448,Teshie,,Greater Accra
417, Anglo-americká vysoká kola,cz ,Letenska 5,Prague,118 00,Prague
418, Anhui Agricultural University,cn ,"130 Changjiang W Road, Shushan District",Hefei,230036,Anhui
419, Anhui Foreign Languages University,cn ,Zipeng Mountain National Forest Park,Hefei,,Anhui
420, Anhui Institute of Information Technology,cn ,"No. 1, Yonghe Road, Xinyi Economic Development Zone",Wuhu,,Anhui
421, Anhui Jianzhu University,cn ,"856, Jinzhai Road, Baohe District",Hefei,230022,Anhui
422, Anhui Medical University,cn ,81 Meishan Road,Hefei,230032,Anhui
423, Anhui Normal University,cn ,"Beijing East Road, Jinghu District",Wuhu,241000,Anhui
424, Anhui Polytechnic University,cn ,"8 Zheshan East Road, Jiujiang District",Wuhu,241000,Anhui
425, Anhui Sanlian University,cn ,47 Hop On Road,Hefei,,Anhui
426, Anhui Science and Technology University,cn ,"9 Donghua Road, Fengyang County",Chuzhou,233100,Anhui
427, Anhui University,cn ,3 Feixi Road,Hefei,230039,Anhui
428, Anhui University of Chinese Medicine,cn ,103 Meishanlu Road,Hefei,230038,Anhui
429, Anhui University of Finance and Economics,cn ,255 Hongye Road,Bengbu,233030,Anhui
430, Anhui University of Science and Technology,cn ,"168 Shungeng Road, Tianjiaan District",Huainan,232001,Anhui
431, Anhui University of Technology,cn ,"59 Hudong North Road, Huashan District",Ma'anshan,243002,Anhui
432, Anhui Wonder University of Information Engineering,cn ,"Senlin Avenue, Feixi",Hefei,231201,Anhui
433, Anhui Xinhua University,cn ,555 West Wangjiang Road,Hefei,230088,Anhui
434, Anka Teknoloji Üniversitesi,tr ,,Ankara,,Ankara
435, Ankang University,cn ,,Ankang,,Shaanxi
436, Ankara Sosyal Bilimler Üniversitesi,tr ,"Hükümet Meydani No: 2, Ulus",Ankara,,Ankara
437, Ankara Üniversitesi,tr ,"Rektörlügü, Dögol Caddesi, Tandogan",Ankara,06500,Ankara
438, Ankara Yildirim Beyazit Üniversitesi,tr ,Ankara Yildirim Beyazit Üniversitesi Esenboga Külliyesi Esenboga,Ankara,,Ankara
439, Ankole Western University,ug ,PO Box Number 112,Kabwohe,,Western Region
440, Anna Maria College,us ,50 Sunset Lane,Paxton,01612-1198,Massachusetts
441, Anna University,in ,Sardar Patel Road,Chennai,600 025,Tamil Nadu
442, An-Najah National University,ps ,"707, Omar Ibn Al-Khattab Street",Nablus,00970,West Bank
443, Annamalai University,in ,PO Annamalainagar,Chidambaram,608 002,Tamil Nadu
444, Anqing Normal University,cn ,128 Linghu South Road,Anqing,246011,Anhui
445, Ansal University,in ,"Sushant Lok II, Sector 55",Gurgaon,,Haryana  
446, Anshan Normal University,cn ,,Anshan,,Liaoning
447, Anshun University,cn ,25 Xue Yuan (College) Road,Anshun,561000,Guizhou
448, Antalya Akev Üniversitesi,tr ,"Kadriye Mah. Celal Bayar Cad. No:5-6, Serik",Antalya,,Antalya
449, Antioch University,us ,900 Dayton Street,Yellow,45387,Ohio
450, Antioch University Los Angeles,us ,400 Corporate Pointe,Culver,90230-7615,California
451, Antioch University New England,us ,40 Avon Street,Keene,03431,New Hampshire
452, Antioch University Santa Barbara,us ,602 Anacapa Street,Santa,93101,California
453, Antioch University Seattle,us ,2326 6Th Avenue,Seattle,98121-1814,Washington
454, Anton Bruckner Privatuniversität,at ,Wildbergstrasse 18,Linz,4040,Upper Austria
455, Anton de Kom Universiteit van Suriname,sr ,Leysweg 86,Paramaribo,,
456, Antwerp Management School,be ,Sint-Jacobsmarkt 9-13,Antwerp,2000,Antwerp
457, Anwer Khan Modern University,bd ,"17, Road # 8, Dhanmondi R/A",Dhaka,1205,Dhaka
458, Anyang Institute of Technology,cn ,"1 Huanghe Ave, Wenfeng District",Anyang,455000,Henan
459, Anyang Normal University,cn ,436 Xian'ge Road,Anyang,455002,Henan
460, Anyang University,cn ,"No. 599, South Section of Zhonghua Road",Anyang,455000,Henan
461, Anyang University,kr ,"708-113 Anyang 5-dong, Manan-gu",Anyang,430-714,Gyeonggi
462, Aomori Chuo Gakuin University,jp ,12 Kanda,Aomori,030-0132,Aomori
463, Aomori Public University,jp ,153-4 Yamazaki,Aomori,030-0196,Aomori
464, Aomori University,jp ,2-3-1 Kobata,Aomori,030-0943,Aomori
465, Aomori University of Health and Welfare,jp ,"Mase 58-1, Hamadate",Aomori,030-8505,Aomori
466, Aoyama Gakuin University,jp ,"4-4-25 Shibuya, Shibuya-ku",Tokyo,150-8366,Tokyo
467, AP Goyal Shimla University,in ,"Shoghi-Mehli By Pass Road, Lower Panthaghati",Shimla,,Himachal Pradesh
468, Apeejay Stya University,in ,Sohna Palwal Road,Gurgaon,122 103,Haryana
469, Apex Professional University,in ,,Pasighat,,Arunachal Pradesh
470, APJ Abdul Kalam Technological University,in ,CET Campus,Thiruvananthapuram,695016,Kerala
471, Appalachian Bible College,us ,161 College Drive,Mount,25880,West Virginia
472, Appalachian College of Pharmacy,us ,1060 Dragon Road,Oakwood,24631,Virginia
473, Appalachian State University,us ,287 Rivers Street,Boone,28608,North Carolina
474, Applied Science Private University,jo ,Shafa Badran,Amman,11931,Amman
475, Applied Science University,bh ,315 Shabab Road,Manama,,Capital Governorate
476, Aqaba University of Technology,jo ,,Aqaba,,Aqaba
477, Aquinas College,us ,1700 Fulton St. E,Grand,49506-1801,Michigan
478," Aquinas College, Tennessee",us ,4210 Harding Pike,Nashville,37205,Tennessee
479, Aquinas University of Legazpi,ph ,"Peñaranda Street, Rawis",Legazpi,4500,Bicol Region
480, Arab Academy for Banking and Financial Sciences,jo ,PO Box 13190,Amman,11942,Amman
481," Arab Academy for Science, Technology and Maritime Transport",sy ,PO Box 869,Latakia,,Latakia
482, Arab American University,ps ,PO Box 240,Jenin,00970,West Bank
483, Arab College of Applied Sciences,ps ,al-Mashrou',Rafah,,Gaza Strip
484, Arab International University,sy ,Ghabaghib,Daraa,,Daraa
485, Arab University for Science and Technology,ye ,Yemen Street,Sana'a,,Sanaa
486, Arab University of Science and Technology,sy ,PO Box 134,Hama,,Hama
487, Arabian Gulf University,bh ,"Building 293, Road 2904, Complex 329",Manama,,Capital Governorate
488, Arak University,ir ,Shahid Beheshti Street; PO Box 379,Arak,39455-38138,Markazi
489, Arak University of Medical Sciences,ir ,Shahid Shiroodi Street,Arak,,Markazi
490, Arak University of Technology,ir ,Daneshgah Street,Arak,,Markazi
491, Arba Minch University,et ,PO Box 21,Arba,,SNNPR
492, Arcada - Nylands svenska yrkeshögskola,fi ,Jan-Magnus Janssonin aukio 1,Helsinki,00550,Uusimaa
493, Arcadia University,us ,450 S Easton Road,Glenside,19038-3295,Pennsylvania
494, Archip,cz ,Frantika Kríka 1,Prague,170 00,Prague
495, Ardabil University of Medical Sciences,ir ,,Ardabil,,Ardabil
496, Ardahan Üniversitesi,tr ,"Ardahan Üniversitesi Yenisey Kampüsü, Rektörlük Hizmet Binasi, Çamliçatak Mevkii, Merkez",Ardahan,75000,Ardahan
497, Ardhi University,tz ,"PO Box 35176, Observation Hill, University Road",Dar,,Dar es Salaam
498, Arellano University,ph ,"2600 Legarda Street, Sampaloc",Manila,1008,National Capital Region
499, Argosy University,us ,601 South Lewis Street,Orange,92868,California
500, Aria University,af ,"Gozar-i-Etefaaq, Main Street, Corner of Passport Office",Mazar-i-Sharif,,Balkh
501, Ariana Institute of Higher Education,af ,Char Rahi Sar Sabzi,Kabul,1007,Kabul
502, Ariel University,il ,POB 3,Ariel,4070000,Judea and Samaria
503, Aristotle University of Thessaloniki,gr ,University Campus,Thessaloniki,54124,Central Macedonia
504, Arizona Christian University,us ,2625 E Cactus Road,Phoenix,85032-7097,Arizona
505, Arizona State University,us ,University Drive and Mill Avenue,Tempe,85287,Arizona
506, Arka Jain University,in ,,Gamharia,,Jharkhand
507, Arkalyk State Pedagogical Institute,kz ,"Mayasova str., 34",Arkalyk,110300,Kostanay
508, Arkansas Baptist College,us ,1621 Dr. Martin Luther King Drive,Little,72202-6068,Arkansas
509, Arkansas State University,us ,2105 E. Aggie Road,Jonesboro,72401,Arkansas
510, Arkansas Tech University,us ,Administration Bldg 200; 1509 N Boulder Avenue,Russellville,72801-2222,Arkansas
511, Arkitektskolen Aarhus,dk ,Nørreport 20,Aarhus,8000,Central Denmark Region
512, Arkitektur- og designhøgskolen i Oslo,no ,Postboks 6768 St. Olavs plass,Oslo,0130,Oslo
513, Arlington Baptist University,us ,3001 West Division,Arlington,76012-3425,Texas
514, Armenian Medical Institute,am ,14 Titogradyan Street,Yerevan,0087,Yerevan
515, Armenian National Agrarian University,am ,74 Teryan Street,Yerevan,0009,Yerevan
516, Armenian State Institute of Physical Culture,am ,11 Manookyan Street,Yerevan,0070,Yerevan
517, Armenian State Pedagogical University,am ,17 Tigran Mets Avenue,Yerevan,0010,Yerevan
518, Armenian State University of Economics,am ,128 Nalbandyan Street,Yerevan,0025,Yerevan
519, Armstrong State University,us ,11935 Abercorn Street,Savannah,31419-1997,Georgia
520, Arni University,in ,,Kathgarh,176 401,Himachal Pradesh
521, Art Academy of Cincinnati,us ,1212 Jackson Street,Cincinnati,45202-1706,Ohio
522, Art and Design Institut,cz ,Svatoslavova 333,Prague,140 00,Prague
523, Art University of Isfahan,ir ,"Isfahan University of Art, Khaghani Crossroad, Hakim Nezami St",Isfahan,,Isfahan
524, ArtCenter College of Design,us ,1700 Lida Street,Pasadena,91103,California
525, Arte A.C.,mx ,Belisario Domínguez 2202 Pte. Colonia Obispado,Monterrey,64060,Nuevo Leon
526, ARTE Music Academy,cy ,34-36 Anastasios G. Leventis Street,Nicosia,1097,Nicosia
527, Artesis Plantijn Hogeschool Antwerpen,be ,Lange Nieuwstraat 101,Antwerp,2000,Antwerp
528, Arteveldehogeschool,be ,Hoogpoort 15,Ghent,9000,East Flanders
529, ArtEZ Hogeschool voor de kunsten,nl ,Onderlangs 9,Arnhem,6812 CE,Gelderland
530, Arthur Jarvis University,ng ,,,,
531, Arts et Métiers ParisTech,fr ,"147, Boulevard de l'Hôpital",Paris,75013,Ile-de-France
532, Arts University Bournemouth,gb ,Wallisdown,Poole,BH12 5HH,South West England
533," Arts, Sciences and Technology University in Lebanon",lb ,University City,Beirut,,Beirut
534, Arts² - École supérieure des Arts,be ,Rue de Nimy 7,Mons,7000,Hainaut
